,Unique ID,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Average Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
348,62a41964d8c00e9f541b061d,6/11/2022,0:26,0:01:49,Data Analyst,No,53.0,Education,R,4.0,7.0,7.0,7.0,2.0,7.0,Neither easy nor difficult,Better Salary,Female,27,United States,Masters,Hispanic or Latino
349,62a41968f8d5efcc22f8fd44,6/11/2022,0:26,0:02:20,Database Developer,Yes,20.0,Telecommunication,Others,2.0,3.0,6.0,6.0,3.0,5.0,Difficult,Better Salary,Male,24,United Kingdom,Bachelors,White or Caucasian
350,62a41e23bc6861bf3177fffb,6/11/2022,0:46,0:01:41,Data Analyst,Yes,20.0,Finance,Python,5.0,5.0,5.0,5.0,5.0,10.0,Neither easy nor difficult,Better Salary,Male,24,Others,Bachelors,White or Caucasian
351,62a421cebc6861bf317803f5,6/11/2022,1:02,0:01:29,Others,Yes,20.0,Others,Python,3.0,4.0,5.0,3.0,2.0,3.0,Neither easy nor difficult,Better Salary,Male,27,Others,Bachelors,White or Caucasian
352,62a42243f8d5efcc22f90c55,6/11/2022,1:04,0:01:37,Student/Looking/None,No,20.0,Others,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Remote Work,Male,25,Others,Bachelors,Asian or Asian American
353,62a424ccd8c00e9f541b114e,6/11/2022,1:14,0:02:47,Data Analyst,Yes,20.0,Tech,Python,1.0,7.0,7.0,7.0,7.0,1.0,Difficult,Better Salary,Female,28,United Kingdom,Masters,Black or African American
354,62a42527b4da29969c6423f7,6/11/2022,1:16,0:01:23,Others,No,53.0,Education,Python,3.0,6.0,5.0,5.0,3.0,4.0,Easy,Remote Work,Male,21,United States,Bachelors,Asian or Asian American
355,62a425ec2e54c9003e5467bf,6/11/2022,1:19,0:01:15,Data Analyst,Yes,95.5,Healthcare,Others,4.0,4.0,5.0,5.0,4.0,6.0,Difficult,Good Work/Life Balance,Female,28,United States,Bachelors,White or Caucasian
356,62a427190a77c1a77f67095c,6/11/2022,1:24,0:03:20,Data Analyst,Yes,20.0,Tech,Python,3.0,5.0,5.0,5.0,5.0,2.0,Neither easy nor difficult,Remote Work,Male,30,Others,Masters,Black or African American
357,62a429f0f3072dd892636396,6/11/2022,1:36,0:02:39,Data Analyst,No,20.0,Education,Python,0.0,10.0,0.0,9.0,5.0,10.0,Easy,Remote Work,Male,24,Others,Associates,Black or African American
358,62a42d6ef8d5efcc22f9178a,6/11/2022,1:51,0:02:01,Data Analyst,Yes,20.0,Healthcare,Python,7.0,4.0,6.0,5.0,6.0,6.0,Difficult,Remote Work,Male,26,India,Bachelors,Other (Please Specify):Indian
359,62a436fd24a2626027397c93,6/11/2022,2:32,0:03:23,Data Analyst,Yes,20.0,Tech,Python,,,,,,5.0,Neither easy nor difficult,Good Work/Life Balance,Female,19,Others,High School,Asian or Asian American
360,62a43e86f408bae018ee913a,6/11/2022,3:04,0:04:03,Student/Looking/None,No,20.0,Others,Python,5.0,6.0,6.0,5.0,1.0,3.0,Neither easy nor difficult,Good Work/Life Balance,Female,92,India,Masters,Asian or Asian American
361,62a43ed4f8d5efcc22f92d0a,6/11/2022,3:05,0:02:33,Data Analyst,Yes,20.0,Healthcare,Python,1.0,8.0,5.0,1.0,7.0,8.0,Neither easy nor difficult,Remote Work,Male,28,Others,Bachelors,Black or African American
362,62a43f43f408bae018ee9281,6/11/2022,3:07,0:01:34,Student/Looking/None,Yes,20.0,Education,Python,0.0,1.0,2.0,2.0,1.0,1.0,Neither easy nor difficult,Better Salary,Female,24,India,Masters,Asian or Asian American
363,62a440ab575fa3a5ae8a1418,6/11/2022,3:13,0:03:39,Others,No,53.0,Healthcare,Python,7.0,10.0,10.0,10.0,5.0,10.0,Easy,Better Salary,Male,25,United States,Masters,Asian or Asian American
364,62a441e3575fa3a5ae8a1552,6/11/2022,3:18,0:04:04,Data Analyst,Yes,53.0,Finance,Python,4.0,5.0,5.0,5.0,6.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,42,United Kingdom,Masters,Black or African American
365,62a446faf8f7561645868c60,6/11/2022,3:40,0:01:05,Data Analyst,Yes,20.0,Tech,Python,2.0,3.0,3.0,3.0,3.0,3.0,Difficult,Better Salary,Male,21,India,Bachelors,Asian or Asian American
366,62a448832e54c9003e5491c5,6/11/2022,3:47,0:02:36,Data Analyst,No,75.5,Healthcare,Python,7.0,8.0,9.0,7.0,7.0,6.0,Easy,Better Salary,Male,24,United States,Bachelors,White or Caucasian
367,62a44ae2f8f7561645869335,6/11/2022,3:57,0:02:32,Data Analyst,Yes,53.0,Healthcare,Python,4.0,7.0,6.0,6.0,6.0,7.0,Neither easy nor difficult,Better Salary,Female,26,United States,Bachelors,White or Caucasian
368,62a44bc7bc6861bf31783829,6/11/2022,4:01,0:01:16,Data Analyst,Yes,20.0,Others,Python,2.0,8.0,8.0,9.0,8.0,10.0,Difficult,Better Salary,Male,30,United Kingdom,Bachelors,White or Caucasian
369,62a44ea3f408bae018eea62a,6/11/2022,4:13,0:05:51,Data Engineer,Yes,95.5,Others,Others,6.0,10.0,10.0,10.0,10.0,10.0,Neither easy nor difficult,Good Culture,Male,27,United States,Bachelors,Black or African American
370,62a4514ff408bae018eea94d,6/11/2022,4:24,0:02:01,Data Engineer,Yes,20.0,Tech,Python,0.0,4.0,1.0,0.0,1.0,3.0,Easy,Better Salary,Male,28,India,Bachelors,Asian or Asian American
371,62a45a140a77c1a77f67469d,6/11/2022,5:02,0:02:27,Data Analyst,No,75.5,Real Estate,Others,6.0,8.0,7.0,7.0,5.0,6.0,Easy,Better Salary,Female,29,United Kingdom,Bachelors,White or Caucasian
372,62a45c8bf3072dd89263a493,6/11/2022,5:12,0:02:43,Data Analyst,No,20.0,Others,Python,0.0,0.0,0.0,0.0,0.0,0.0,Easy,Good Work/Life Balance,Female,26,India,Bachelors,Asian or Asian American
373,62a45f8c0f8c8599d5b09d40,6/11/2022,5:25,0:02:47,Data Engineer,Yes,20.0,Finance,Python,3.0,3.0,3.0,3.0,3.0,4.0,Neither easy nor difficult,Remote Work,Male,29,Others,Bachelors,Black or African American
374,62a4604d0a77c1a77f674e29,6/11/2022,5:28,0:01:51,Others,No,75.5,Finance,Others,3.0,5.0,7.0,2.0,5.0,7.0,Easy,Remote Work,Male,60,United Kingdom,Masters,White or Caucasian
375,62a46a66f8d5efcc22f95a7a,6/11/2022,6:11,0:01:55,Data Analyst,Yes,20.0,Healthcare,Python,5.0,8.0,8.0,5.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,25,Others,Bachelors,Black or African American
376,62a46ad7d8c00e9f541b664a,6/11/2022,6:13,0:03:13,Others,No,20.0,Construction,R,0.0,0.0,1.0,3.0,2.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Female,37,Others,Masters,Other (Please Specify):African 
377,62a46dbecf25554317319e48,6/11/2022,6:26,0:01:31,Data Analyst,Yes,75.5,Finance,Python,6.0,8.0,3.0,4.0,5.0,1.0,Neither easy nor difficult,Better Salary,Female,30,Canada,Bachelors,Asian or Asian American
378,62a475dcf408bae018eed15c,6/11/2022,7:00,0:04:48,Data Analyst,Yes,20.0,Healthcare,Python,0.0,1.0,2.0,1.0,0.0,3.0,Neither easy nor difficult,Better Salary,Female,27,Others,Masters,Black or African American
379,62a477f0b4da29969c64892f,6/11/2022,7:09,0:01:04,Data Scientist,Yes,225.0,Tech,R,5.0,6.0,5.0,5.0,6.0,6.0,Difficult,Others,Male,31,United States,PhD,White or Caucasian
380,62a47947cec54911e9cbf6b2,6/11/2022,7:15,0:02:11,Student/Looking/None,No,20.0,Others,R,10.0,10.0,10.0,10.0,10.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,United Kingdom,Masters,Asian or Asian American
381,62a47c587dc029e2d66d9782,6/11/2022,7:28,0:03:11,Data Analyst,No,20.0,Finance,Others,0.0,6.0,6.0,6.0,5.0,6.0,Neither easy nor difficult,Better Salary,Female,20,United States,Bachelors,Black or African American
382,62a47e3ef3072dd89263c8c0,6/11/2022,7:36,0:02:30,Others,No,20.0,Tech,R,2.0,1.0,4.0,1.0,1.0,1.0,Easy,Good Work/Life Balance,Male,24,India,Bachelors,Asian or Asian American
383,62a47e812e54c9003e54d789,6/11/2022,7:37,0:01:32,Student/Looking/None,Yes,20.0,Others,R,3.0,6.0,7.0,6.0,4.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,Others,Bachelors,White or Caucasian
384,62a47ea87dc029e2d66d9b60,6/11/2022,7:38,0:01:30,Student/Looking/None,No,20.0,Others,R,0.0,1.0,3.0,0.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,41,Others,Bachelors,Hispanic or Latino
385,62a47f1e0a77c1a77f677174,6/11/2022,7:40,0:02:12,Data Analyst,Yes,95.5,Tech,R,8.0,8.0,8.0,8.0,8.0,8.0,Difficult,Better Salary,Male,41,United States,Bachelors,White or Caucasian
386,62a48566b4da29969c64995a,6/11/2022,8:07,0:01:52,Others,No,187.5,Others,Python,9.0,8.0,9.0,10.0,8.0,10.0,Neither easy nor difficult,Good Culture,Male,43,United States,Bachelors,White or Caucasian
387,62a48612d8c00e9f541b86b8,6/11/2022,8:09,0:01:53,Data Analyst,No,75.5,Healthcare,Python,7.0,7.0,8.0,4.0,6.0,9.0,Easy,Remote Work,Female,38,United States,Bachelors,White or Caucasian
388,62a487167dc029e2d66da73e,6/11/2022,8:14,0:01:53,Data Analyst,Yes,20.0,Others,Python,5.0,5.0,5.0,5.0,5.0,6.0,Neither easy nor difficult,Better Salary,Female,28,Others,Bachelors,Asian or Asian American
389,62a488197dc029e2d66da8a1,6/11/2022,8:18,0:01:30,Data Analyst,Yes,95.5,Healthcare,Python,10.0,8.0,6.0,10.0,7.0,5.0,Neither easy nor difficult,Good Culture,Female,31,Others,Bachelors,Hispanic or Latino
390,62a48c4c24a262602739e141,6/11/2022,8:36,0:01:31,Data Analyst,Yes,95.5,Others,Others,8.0,7.0,8.0,6.0,7.0,8.0,Difficult,Good Work/Life Balance,Female,28,United States,Masters,White or Caucasian
391,62a48cbdf408bae018eeeccf,6/11/2022,8:38,0:00:55,Data Analyst,No,53.0,Healthcare,C/C++,7.0,8.0,9.0,9.0,4.0,9.0,Easy,Remote Work,Male,23,United States,Masters,Asian or Asian American
392,62a48d4df8d5efcc22f98308,6/11/2022,8:40,0:01:47,Data Analyst,No,53.0,Others,Python,5.0,5.0,4.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,25,United Kingdom,Bachelors,Black or African American
393,62a48d562e54c9003e54ea2b,6/11/2022,8:40,0:01:22,Others,No,20.0,Tech,R,2.0,5.0,2.0,8.0,9.0,10.0,Difficult,Remote Work,Male,26,Others,Masters,White or Caucasian
394,62a48da6b4da29969c64a3a5,6/11/2022,8:42,0:00:47,Data Scientist,Yes,137.5,Finance,Python,9.0,4.0,8.0,7.0,5.0,6.0,Difficult,Good Work/Life Balance,Male,35,United States,Bachelors,White or Caucasian
395,62a49012f408bae018eef16d,6/11/2022,8:52,0:01:43,Data Analyst,Yes,115.5,Others,R,8.0,9.0,9.0,7.0,8.0,8.0,Neither easy nor difficult,Remote Work,Male,30,Others,Masters,White or Caucasian
396,62a491b3b4da29969c64a89e,6/11/2022,8:59,0:01:38,Data Analyst,Yes,95.5,Tech,R,3.0,,,,,,Neither easy nor difficult,Better Salary,Male,35,United Kingdom,Bachelors,White or Caucasian
397,62a4926ef408bae018eef4ee,6/11/2022,9:02,0:02:06,Data Analyst,Yes,20.0,Telecommunication,Python,0.0,8.0,5.0,5.0,2.0,2.0,Easy,Better Salary,Male,28,Others,Bachelors,Hispanic or Latino
398,62a495d724a262602739ee07,6/11/2022,9:17,0:02:01,Student/Looking/None,No,20.0,Tech,Python,0.0,2.0,3.0,3.0,2.0,3.0,Easy,Good Work/Life Balance,Female,24,Others,Bachelors,Black or African American
399,62a49b3cb4da29969c64b5dc,6/11/2022,9:40,0:04:32,Data Analyst,Yes,53.0,Tech,Python,8.0,10.0,7.0,5.0,6.0,5.0,Neither easy nor difficult,Good Culture,Female,34,United States,Bachelors,White or Caucasian
400,62a49e087dc029e2d66dc57e,6/11/2022,9:52,0:01:52,Data Analyst,Yes,53.0,Tech,Python,3.0,5.0,4.0,5.0,3.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Female,31,Others,Masters,White or Caucasian
401,62a49e47b4da29969c64b9f9,6/11/2022,9:53,0:01:06,Data Analyst,Yes,20.0,Tech,Python,0.0,0.0,0.0,0.0,0.0,0.0,Difficult,Good Work/Life Balance,Male,30,United Kingdom,Masters,Asian or Asian American
402,62a49e5f24a262602739f9af,6/11/2022,9:53,0:01:28,Data Engineer,Yes,95.5,Others,JavaScript,4.0,4.0,1.0,6.0,1.0,5.0,Difficult,Better Salary,Male,40,United Kingdom,Bachelors,White or Caucasian
403,62a49fe7b4da29969c64bbe1,6/11/2022,10:00,0:02:02,Data Analyst,No,53.0,Others,R,4.0,10.0,10.0,10.0,8.0,6.0,Very Difficult,Better Salary,Male,26,United States,Bachelors,Hispanic or Latino
404,62a4a3d4f8d5efcc22f9a051,6/11/2022,10:16,0:01:00,Data Analyst,No,137.5,Healthcare,R,9.0,9.0,6.0,6.0,6.0,7.0,Neither easy nor difficult,Good Culture,Male,25,United States,Bachelors,White or Caucasian
405,62a4a8cb0a77c1a77f67a405,6/11/2022,10:38,0:02:27,Data Analyst,Yes,20.0,Others,Others,,5.0,8.0,4.0,8.0,4.0,Easy,Good Culture,Male,45,Others,Associates,White or Caucasian
406,62a4abb30f8c8599d5b0fc24,6/11/2022,10:50,0:03:12,Data Analyst,No,53.0,Finance,R,7.0,9.0,8.0,6.0,6.0,9.0,Neither easy nor difficult,Good Culture,Male,26,United States,Masters,Black or African American
407,62a4afd87dc029e2d66ddb24,6/11/2022,11:08,0:01:43,Data Scientist,No,20.0,Finance,Python,7.0,7.0,8.0,6.0,6.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,26,India,Masters,Other (Please Specify):Indian
408,62a4b085cec54911e9cc3afe,6/11/2022,11:11,0:02:44,Others,Yes,20.0,Finance,Python,3.0,2.0,4.0,2.0,2.0,3.0,Difficult,Better Salary,Male,23,India,Masters,Asian or Asian American
409,62a4b23f5d257a28a30f6b8c,6/11/2022,11:18,0:00:56,Data Engineer,Yes,115.5,Tech,Python,4.0,4.0,4.0,4.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,25,India,Masters,Asian or Asian American
410,62a4b29a5d257a28a30f6c63,6/11/2022,11:19,0:01:11,Data Analyst,Yes,53.0,Healthcare,R,4.0,5.0,6.0,6.0,5.0,6.0,Neither easy nor difficult,Better Salary,Female,33,United States,High School,White or Caucasian
411,62a4b2e5f8f75616458712af,6/11/2022,11:21,0:02:02,Others,No,20.0,Others,Others,6.0,3.0,3.0,6.0,6.0,4.0,Very Easy,Others,Male,33,India,Bachelors,Asian or Asian American
412,62a4b6c30a77c1a77f67b54c,6/11/2022,11:37,0:01:13,Data Analyst,Yes,95.5,Healthcare,R,7.0,8.0,7.0,8.0,3.0,4.0,Easy,Good Culture,Male,27,United States,Bachelors,White or Caucasian
413,62a4bf07b4da29969c64e4f8,6/11/2022,12:12,0:01:59,Data Analyst,Yes,115.5,Tech,Python,9.0,9.0,9.0,8.0,8.0,9.0,Difficult,Remote Work,Female,28,United States,Masters,Hispanic or Latino
414,62a4bf3a0a77c1a77f67bef2,6/11/2022,12:13,0:03:18,Data Analyst,Yes,75.5,Tech,Python,5.0,6.0,7.0,6.0,6.0,7.0,Very Easy,Better Salary,Male,32,United States,Bachelors,Hispanic or Latino
415,62a4c49a575fa3a5ae8aadf4,6/11/2022,12:36,0:01:24,Data Analyst,Yes,20.0,Tech,Python,2.0,6.0,3.0,6.0,6.0,7.0,Neither easy nor difficult,Better Salary,Male,35,India,Masters,Asian or Asian American
416,62a4c57af3072dd8926421ac,6/11/2022,12:40,0:01:49,Data Analyst,Yes,95.5,Real Estate,Python,8.0,9.0,10.0,10.0,9.0,10.0,Neither easy nor difficult,Good Culture,Male,34,United States,Masters,Hispanic or Latino
417,62a4c6060a77c1a77f67c772,6/11/2022,12:42,0:01:39,Data Analyst,No,53.0,Others,Python,9.0,8.0,3.0,5.0,2.0,4.0,Easy,Better Salary,Male,27,Others,Masters,White or Caucasian
418,62a4c7d0f8f7561645872912,6/11/2022,12:50,0:02:30,Others,Yes,75.5,Education,R,4.0,5.0,5.0,3.0,3.0,4.0,Easy,Good Culture,Female,30,United States,Masters,White or Caucasian
419,62a4cdfad8c00e9f541bdc6b,6/11/2022,13:16,0:02:06,Data Analyst,No,75.5,Others,Python,8.0,9.0,9.0,9.0,9.0,10.0,Neither easy nor difficult,Better Salary,Male,34,United States,Masters,White or Caucasian
420,62a4ce2bbae91e4b8b84f3db,6/11/2022,13:17,0:02:20,Others,No,53.0,Others,Python,3.0,10.0,6.0,5.0,7.0,8.0,Neither easy nor difficult,Remote Work,Female,22,United States,Bachelors,White or Caucasian
421,62a4cffeb4da29969c64f6a1,6/11/2022,13:25,0:01:02,Data Analyst,Yes,20.0,Finance,Python,2.0,2.0,5.0,5.0,2.0,3.0,Very Difficult,Good Work/Life Balance,Female,33,India,Masters,Asian or Asian American
422,62a4d08bf3072dd892642d2c,6/11/2022,13:27,0:01:53,Data Analyst,No,20.0,Finance,Python,8.0,9.0,9.0,9.0,9.0,9.0,Neither easy nor difficult,Better Salary,Female,26,India,Masters,Asian or Asian American
423,62a4d13bbae91e4b8b84f89b,6/11/2022,13:30,0:01:36,Data Engineer,Yes,20.0,Tech,Python,0.0,5.0,8.0,6.0,5.0,7.0,Neither easy nor difficult,Better Salary,Male,28,Others,Bachelors,Hispanic or Latino
424,62a4d74c5d257a28a30f97fc,6/11/2022,13:56,0:05:32,Others,No,20.0,Others,Python,2.0,2.0,7.0,4.0,8.0,1.0,Difficult,Remote Work,Male,42,United Kingdom,Bachelors,Other (Please Specify):Bla
425,62a4d7f6bae91e4b8b84ffed,6/11/2022,13:59,0:02:06,Data Analyst,No,20.0,Others,R,4.0,10.0,2.0,3.0,2.0,3.0,Neither easy nor difficult,Better Salary,Male,30,Others,Masters,Other (Please Specify):Moroccan
426,62a4d9d4bae91e4b8b8501f1,6/11/2022,14:07,0:01:22,Data Scientist,Yes,115.5,Tech,Others,10.0,9.0,8.0,8.0,9.0,10.0,Difficult,Better Salary,Male,25,United States,Associates,White or Caucasian
427,62a4dd63f408bae018ef4e51,6/11/2022,14:22,0:01:00,Data Analyst,Yes,53.0,Construction,Python,4.0,6.0,6.0,6.0,5.0,7.0,Easy,Better Salary,Male,32,United States,Bachelors,Black or African American
428,62a4e34d7dc029e2d66e10b9,6/11/2022,14:47,0:01:56,Data Analyst,No,20.0,Tech,Python,3.0,4.0,5.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,31,Others,Masters,Asian or Asian American
429,62a4e4c90f8c8599d5b13d8f,6/11/2022,14:54,10:34:43,Data Analyst,Yes,187.5,Education,Python,8.0,7.0,5.0,4.0,7.0,7.0,Easy,Remote Work,Male,30,Others,High School,White or Caucasian
430,62a4e5aed8c00e9f541bf48c,6/11/2022,14:57,0:02:26,Student/Looking/None,Yes,20.0,Others,Python,0.0,6.0,6.0,2.0,0.0,3.0,Neither easy nor difficult,Better Salary,Male,23,Canada,Bachelors,Asian or Asian American
431,62a4f6eef3072dd892645775,6/11/2022,16:11,0:02:17,Others,No,75.5,Education,R,7.0,7.0,6.0,7.0,6.0,6.0,Easy,Remote Work,Female,31,United Kingdom,Bachelors,White or Caucasian
432,62a4fe370f8c8599d5b158c4,6/11/2022,16:42,0:02:40,Data Analyst,No,53.0,Others,Python,7.0,5.0,9.0,9.0,4.0,9.0,Neither easy nor difficult,Good Work/Life Balance,Female,29,Others,Masters,Black or African American
433,62a5008c5d257a28a30fbde5,6/11/2022,16:52,0:02:38,Data Analyst,Yes,20.0,Tech,Python,5.0,4.0,4.0,5.0,7.0,10.0,Neither easy nor difficult,Remote Work,Male,24,Others,Bachelors,Other (Please Specify):African
434,62a5038acec54911e9cc9526,6/11/2022,17:05,0:02:38,Others,No,53.0,Others,Python,2.0,7.0,6.0,5.0,6.0,4.0,Neither easy nor difficult,Better Salary,Male,36,United States,Masters,Asian or Asian American
435,62a50775f8f756164587677b,6/11/2022,17:21,0:02:29,Data Analyst,Yes,53.0,Real Estate,R,4.0,6.0,6.0,6.0,6.0,6.0,Difficult,Remote Work,Female,32,United States,Masters,White or Caucasian
436,62a50eddf8d5efcc22fa1a4e,6/11/2022,17:53,0:03:55,Others,Yes,95.5,Healthcare,Python,8.0,9.0,7.0,7.0,7.0,9.0,Difficult,Remote Work,Female,36,United States,Bachelors,White or Caucasian
437,62a511acbc6861bf3179178a,6/11/2022,18:05,0:01:53,Data Engineer,No,115.5,Healthcare,Others,8.0,6.0,5.0,2.0,3.0,2.0,Easy,Better Salary,Male,30,United States,Bachelors,White or Caucasian
438,62a5177d18134ddc75d0e9d8,6/11/2022,18:30,0:05:09,Student/Looking/None,Yes,20.0,Others,R,0.0,2.0,2.0,3.0,3.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,42,Others,Masters,Black or African American
439,62a51aaacec54911e9cca93b,6/11/2022,18:43,0:03:26,Data Analyst,Yes,95.5,Healthcare,Others,6.0,6.0,6.0,5.0,4.0,4.0,Easy,Remote Work,Male,53,Others,PhD,White or Caucasian
440,62a51dc6575fa3a5ae8b09f3,6/11/2022,18:57,0:03:17,Data Analyst,No,20.0,Finance,Python,1.0,7.0,4.0,10.0,10.0,10.0,Neither easy nor difficult,Better Salary,Male,25,Others,High School,Other (Please Specify):Indian 
441,62a51fe0575fa3a5ae8b0c06,6/11/2022,19:06,0:02:21,Data Analyst,No,20.0,Healthcare,Python,1.0,5.0,4.0,6.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,23,Others,Bachelors,White or Caucasian
442,62a525aff8f75616458784dd,6/11/2022,19:30,0:03:25,Data Analyst,Yes,20.0,Agriculture,Python,2.0,1.0,3.0,3.0,3.0,4.0,Difficult,Better Salary,Male,36,Others,Bachelors,Other (Please Specify):Arab 
443,62a52629b4da29969c654a94,6/11/2022,19:32,0:09:42,Data Analyst,Yes,53.0,Healthcare,Others,,,,,,6.0,Easy,Good Work/Life Balance,Male,32,Others,Bachelors,Other (Please Specify):Sudanese African 
444,62a52725d8c00e9f541c3b4a,6/11/2022,19:37,0:01:23,Data Analyst,No,95.5,Finance,Python,3.0,6.0,4.0,2.0,2.0,3.0,Difficult,Others,Male,25,United States,Masters,Hispanic or Latino
445,62a5390cb4da29969c655ccc,6/11/2022,20:53,0:03:19,Data Engineer,Yes,53.0,Tech,Python,4.0,4.0,3.0,4.0,4.0,5.0,Neither easy nor difficult,Remote Work,Female,35,United Kingdom,Masters,Asian or Asian American
446,62a53bc0bc6861bf31793947,6/11/2022,21:05,0:01:19,Data Analyst,Yes,75.5,Others,R,3.0,4.0,4.0,5.0,4.0,4.0,Very Easy,Better Salary,Male,26,United States,Bachelors,White or Caucasian
447,62a53c84f3072dd8926495c9,6/11/2022,21:08,0:01:07,Student/Looking/None,No,20.0,Tech,Python,2.0,7.0,9.0,7.0,3.0,3.0,Difficult,Remote Work,Male,22,United States,Bachelors,White or Caucasian
448,62a54bccf3072dd89264a13b,6/11/2022,22:13,0:01:43,Data Scientist,Yes,95.5,Others,Python,6.0,8.0,10.0,9.0,6.0,8.0,Neither easy nor difficult,Better Salary,Male,30,Canada,Masters,Asian or Asian American
449,62a54f20d8c00e9f541c5cfa,6/11/2022,22:27,0:02:37,Data Analyst,Yes,75.5,Others,Python,2.0,8.0,6.0,1.0,8.0,10.0,Neither easy nor difficult,Better Salary,Male,36,United States,Masters,White or Caucasian
450,62a552e1cf2555431732922d,6/11/2022,22:43,0:02:25,Data Analyst,Yes,75.5,Healthcare,R,4.0,4.0,5.0,5.0,4.0,6.0,Neither easy nor difficult,Others,Female,30,United States,Masters,White or Caucasian
451,62a557d10f8c8599d5b1a81c,6/11/2022,23:04,0:01:35,Data Scientist,Yes,115.5,Finance,Python,9.0,8.0,10.0,10.0,10.0,10.0,Difficult,Remote Work,Male,29,United States,Bachelors,Asian or Asian American
452,62a55b05f8d5efcc22fa5b65,6/11/2022,23:18,0:04:47,Others,Yes,75.5,Others,R,8.0,10.0,10.0,7.0,8.0,5.0,Difficult,Others,Male,30,United States,Masters,White or Caucasian
453,62a55fe1f8d5efcc22fa5fe4,6/11/2022,23:39,0:01:03,Data Engineer,No,53.0,Finance,Python,0.0,6.0,6.0,6.0,6.0,6.0,Very Easy,Better Salary,Male,24,United States,Bachelors,Black or African American
454,62a56bc67dc029e2d66e86c0,6/12/2022,0:29,0:01:37,Data Engineer,Yes,225.0,Tech,Others,3.0,3.0,4.0,4.0,3.0,5.0,Neither easy nor difficult,Better Salary,Male,33,United States,Bachelors,Asian or Asian American
455,62a57116f408bae018efd56a,6/12/2022,0:52,0:01:37,Data Analyst,No,115.5,Others,Python,10.0,10.0,10.0,10.0,10.0,6.0,Easy,Better Salary,Female,42,United States,Bachelors,White or Caucasian
456,62a57263cec54911e9ccf648,6/12/2022,0:58,0:01:54,Data Analyst,Yes,53.0,Healthcare,Python,1.0,10.0,10.0,8.0,10.0,3.0,Neither easy nor difficult,Better Salary,Female,36,United States,Bachelors,White or Caucasian
457,62a574b3b4da29969c658eb4,6/12/2022,1:08,0:01:43,Data Analyst,Yes,53.0,Others,Python,2.0,3.0,7.0,6.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,27,United States,Bachelors,White or Caucasian
458,62a58b267dc029e2d66ea3f8,6/12/2022,2:43,0:01:35,Data Analyst,No,20.0,Tech,Python,8.0,7.0,8.0,7.0,7.0,9.0,Easy,Others,Female,21,India,Bachelors,Asian or Asian American
459,62a58d20575fa3a5ae8b6969,6/12/2022,2:52,0:01:31,Data Analyst,Yes,53.0,Healthcare,Python,8.0,5.0,8.0,8.0,5.0,10.0,Difficult,Remote Work,Female,34,Others,Masters,White or Caucasian
460,62a58faf2e54c9003e55ef2e,6/12/2022,3:03,0:01:20,Student/Looking/None,No,20.0,Education,Python,2.0,5.0,5.0,5.0,2.0,4.0,Difficult,Better Salary,Male,27,Others,Bachelors,White or Caucasian
461,62a5998fbc6861bf31798ef0,6/12/2022,3:45,0:01:58,Others,Yes,20.0,Tech,Python,7.0,8.0,8.0,8.0,8.0,7.0,Neither easy nor difficult,Good Culture,Male,27,Others,Masters,White or Caucasian
462,62a59cd2cec54911e9cd251a,6/12/2022,3:59,0:03:34,Student/Looking/None,No,20.0,Education,R,1.0,1.0,2.0,1.0,0.0,3.0,Neither easy nor difficult,Good Work/Life Balance,Male,30,Others,Associates,Other (Please Specify):African 
463,62a59d007dc029e2d66eb8f9,6/12/2022,4:00,0:01:29,Data Analyst,Yes,75.5,Others,Others,2.0,0.0,0.0,0.0,0.0,2.0,Difficult,Better Salary,Female,33,United States,Bachelors,White or Caucasian
